Base position	No. reads	Exon
108344903	90	12.0
108344904	90	12.0
108344905	90	12.0
108344906	90	12.0
108344907	90	12.0
108344908	90	12.0
108344909	90	12.0
108344910	90	12.0
108344911	90	12.0
108344912	90	12.0
108344913	90	12.0
108344914	90	12.0
108344915	90	12.0
108344916	90	12.0
108344917	90	12.0
108344918	90	12.0
108344919	90	12.0
108344920	110	12.0
108344921	110	12.0
108344922	110	12.0
108344923	110	12.0
108344924	132	12.0
108344925	132	12.0
108344926	132	12.0
108344927	132	12.0
108344928	132	12.0
108344929	132	12.0
108344930	132	12.0
108344931	132	12.0
108344932	132	12.0
108344933	72	12.0
108344934	72	12.0
108344935	56	12.0
108344936	110	12.0
108344937	156	12.0
108344938	156	12.0
108344939	156	12.0
108344940	156	12.0
108344941	156	12.0
108344942	156	12.0
108344943	156	12.0
108344944	156	12.0
108344945	132	12.0
108344946	132	12.0
108344947	132	12.0
108344948	90	12.0
108344949	90	12.0
108344950	110	12.0
108344951	110	12.0
108344952	110	12.0
108344953	110	12.0
108344954	110	12.0
108344955	110	12.0
108344956	0	12.0
108345713	110	13.0
108345714	110	13.0
108345715	110	13.0
108345716	110	13.0
108345717	90	13.0
108345718	90	13.0
108345719	90	13.0
108345720	90	13.0
108345721	90	13.0
108345722	90	13.0
108345723	90	13.0
108345724	90	13.0
108345725	90	13.0
108345726	72	13.0
108345727	72	13.0
108345728	72	13.0
108345729	72	13.0
108345730	72	13.0
108345731	72	13.0
108345732	72	13.0
108345733	72	13.0
108345734	72	13.0
108345735	72	13.0
108345736	90	13.0
108345737	90	13.0
108345738	90	13.0
108345739	90	13.0
108345740	90	13.0
108345741	90	13.0
108345742	132	13.0
108345743	132	13.0
108345744	132	13.0
108345745	132	13.0
108345746	132	13.0
108345747	132	13.0
108345748	132	13.0
108345749	132	13.0
108345750	132	13.0
108345751	132	13.0
108345752	72	13.0
108345753	72	13.0
108345754	72	13.0
108345755	56	13.0
108345756	56	13.0
108345757	30	13.0
108345758	30	13.0
108345759	30	13.0
108345760	30	13.0
108345761	30	13.0
108345762	30	13.0
108345763	30	13.0
108345764	30	13.0
108345765	30	13.0
108345766	30	13.0
108345767	20	13.0
108345768	20	13.0
108345769	20	13.0
108345770	20	13.0
108345771	20	13.0
108345772	20	13.0
108345773	20	13.0
108345774	20	13.0
108345775	20	13.0
108345776	20	13.0
108345777	30	13.0
108345778	30	13.0
108345779	42	13.0
108345780	42	13.0
108345781	30	13.0
108345782	42	13.0
108345783	42	13.0
108345784	42	13.0
108345785	42	13.0
108345786	42	13.0
108345787	42	13.0
108345788	42	13.0
108345789	42	13.0
108345790	56	13.0
108345791	56	13.0
108345792	56	13.0
108345793	56	13.0
108345794	56	13.0
108345795	56	13.0
108345796	56	13.0
108345797	56	13.0
108345798	56	13.0
108345799	56	13.0
108345800	56	13.0
108345801	72	13.0
108345802	90	13.0
108345803	90	13.0
108345804	90	13.0
108345805	90	13.0
108345806	110	13.0
108345807	182	13.0
108345808	182	13.0
108345809	182	13.0
108345810	156	13.0
108345811	156	13.0
108345812	156	13.0
108345813	156	13.0
108345814	156	13.0
108345815	156	13.0
108345816	110	13.0
108345817	110	13.0
108345818	110	13.0
108345819	110	13.0
108345820	110	13.0
108345821	110	13.0
108345822	110	13.0
108345823	110	13.0
108345824	110	13.0
108345825	132	13.0
108345826	132	13.0
108345827	132	13.0
108345828	132	13.0
108345829	132	13.0
108345830	132	13.0
108345831	132	13.0
108345832	132	13.0
108345833	132	13.0
108345834	132	13.0
108345835	132	13.0
108345836	132	13.0
108345837	156	13.0
108345838	156	13.0
108345839	156	13.0
108345840	156	13.0
108345841	156	13.0
108345842	156	13.0
108345843	156	13.0
108345844	182	13.0
108345845	182	13.0
108345846	156	13.0
108345847	156	13.0
108345848	156	13.0
108345849	156	13.0
108345850	182	13.0
108345851	156	13.0
108345852	182	13.0
108345853	182	13.0
108345854	182	13.0
108345855	182	13.0
108345856	156	13.0
108345857	182	13.0
108345858	182	13.0
108345859	182	13.0
108345860	182	13.0
108345861	182	13.0
108345862	182	13.0
108345863	182	13.0
108345864	182	13.0
108345865	156	13.0
108345866	156	13.0
108345867	182	13.0
108345868	182	13.0
108345869	182	13.0
108345870	182	13.0
108345871	182	13.0
108345872	182	13.0
108345873	182	13.0
108345874	182	13.0
108345875	156	13.0
108345876	156	13.0
108345877	132	13.0
108345878	132	13.0
108345879	132	13.0
108345880	132	13.0
108345881	56	13.0
108345882	0	13.0
108346656	56	14.0
108346657	56	14.0
108346658	56	14.0
108346659	56	14.0
108346660	56	14.0
108346661	56	14.0
108346662	56	14.0
108346663	56	14.0
108346664	56	14.0
108346665	56	14.0
108346666	72	14.0
108346667	72	14.0
108346668	72	14.0
108346669	72	14.0
108346670	72	14.0
108346671	72	14.0
108346672	72	14.0
108346673	72	14.0
108346674	56	14.0
108346675	56	14.0
108346676	56	14.0
108346677	56	14.0
108346678	56	14.0
108346679	56	14.0
108346680	56	14.0
108346681	56	14.0
108346682	56	14.0
108346683	56	14.0
108346684	56	14.0
108346685	42	14.0
108346686	42	14.0
108346687	42	14.0
108346688	42	14.0
108346689	42	14.0
108346690	42	14.0
108346691	42	14.0
108346692	42	14.0
108346693	30	14.0
108346694	30	14.0
108346695	30	14.0
108346696	30	14.0
108346697	30	14.0
108346698	30	14.0
108346699	20	14.0
108346700	20	14.0
108346701	20	14.0
108346702	20	14.0
108346703	20	14.0
108346704	20	14.0
108346705	20	14.0
108346706	12	14.0
108346707	12	14.0
108346708	12	14.0
108346709	12	14.0
108346710	12	14.0
108346711	12	14.0
108346712	20	14.0
108346713	20	14.0
108346714	20	14.0
108346715	12	14.0
108346716	12	14.0
108346717	12	14.0
108346718	12	14.0
108346719	12	14.0
108346720	12	14.0
108346721	12	14.0
108346722	12	14.0
108346723	12	14.0
108346724	12	14.0
108346725	6	14.0
108346726	6	14.0
108346727	6	14.0
108346728	6	14.0
108346729	12	14.0
108346730	12	14.0
108346731	12	14.0
108346732	12	14.0
108346733	12	14.0
108346734	12	14.0
108346735	12	14.0
108346736	12	14.0
108346737	12	14.0
108346738	12	14.0
108346739	12	14.0
108346740	12	14.0
108346741	42	14.0
108346742	42	14.0
108346743	42	14.0
108346744	42	14.0
108346745	42	14.0
108346746	42	14.0
108346747	42	14.0
108346748	42	14.0
108346749	42	14.0
108346750	42	14.0
108346751	56	14.0
108346752	56	14.0
108346753	56	14.0
108346754	56	14.0
108346755	90	14.0
108346756	90	14.0
108346757	90	14.0
108346758	90	14.0
108346759	90	14.0
108346760	90	14.0
108346761	90	14.0
108346762	90	14.0
108346763	90	14.0
108346764	90	14.0
108346765	90	14.0
108346766	90	14.0
108346767	90	14.0
108346768	90	14.0
108346769	90	14.0
108346770	90	14.0
108346771	90	14.0
108346772	110	14.0
108346773	90	14.0
108346774	110	14.0
108346775	132	14.0
108346776	156	14.0
108346777	156	14.0
108346778	156	14.0
108346779	156	14.0
108346780	156	14.0
108346781	182	14.0
108346782	306	14.0
108346783	306	14.0
108346784	306	14.0
108346785	306	14.0
108346786	306	14.0
108346787	272	14.0
108346788	272	14.0
108346789	272	14.0
108346790	272	14.0
108346791	272	14.0
108346792	380	14.0
108346793	380	14.0
108346794	380	14.0
108346795	380	14.0
108346796	380	14.0
108346797	380	14.0
108346798	380	14.0
108346799	380	14.0
108346800	380	14.0
108346801	380	14.0
108346802	380	14.0
108346803	380	14.0
108346804	420	14.0
108346805	420	14.0
108346806	462	14.0
108346807	462	14.0
108346808	506	14.0
108346809	552	14.0
108346810	552	14.0
108346811	552	14.0
108346812	552	14.0
108346813	552	14.0
108346814	552	14.0
108346815	420	14.0
108346816	420	14.0
108346817	420	14.0
108346818	462	14.0
108346819	462	14.0
108346820	462	14.0
108346821	462	14.0
108346822	462	14.0
108346823	462	14.0
108346824	462	14.0
108346825	420	14.0
108346826	420	14.0
108346827	420	14.0
108346828	420	14.0
108346829	380	14.0
108346830	380	14.0
108346831	380	14.0
108346832	380	14.0
108346833	380	14.0
108346834	380	14.0
108346835	380	14.0
108346836	380	14.0
108346837	380	14.0
108346838	380	14.0
108346839	380	14.0
108346840	380	14.0
108346841	380	14.0
108346842	380	14.0
108346843	380	14.0
108346844	380	14.0
108346845	380	14.0
108346846	342	14.0
108346847	0	14.0
108348567	306	15.0
108348568	306	15.0
108348569	306	15.0
108348570	272	15.0
108348571	240	15.0
108348572	240	15.0
108348573	182	15.0
108348574	210	15.0
108348575	182	15.0
108348576	132	15.0
108348577	132	15.0
108348578	156	15.0
108348579	182	15.0
108348580	182	15.0
108348581	182	15.0
108348582	182	15.0
108348583	182	15.0
108348584	182	15.0
108348585	182	15.0
108348586	90	15.0
108348587	72	15.0
108348588	72	15.0
108348589	72	15.0
108348590	72	15.0
108348591	72	15.0
108348592	90	15.0
108348593	90	15.0
108348594	90	15.0
108348595	90	15.0
108348596	90	15.0
108348597	90	15.0
108348598	90	15.0
108348599	110	15.0
108348600	72	15.0
108348601	72	15.0
108348602	72	15.0
108348603	110	15.0
108348604	110	15.0
108348605	110	15.0
108348606	110	15.0
108348607	110	15.0
108348608	110	15.0
108348609	110	15.0
108348610	110	15.0
108348611	110	15.0
108348612	90	15.0
108348613	90	15.0
108348614	90	15.0
108348615	90	15.0
108348616	90	15.0
108348617	90	15.0
108348618	90	15.0
108348619	90	15.0
108348620	90	15.0
108348621	90	15.0
108348622	90	15.0
108348623	72	15.0
108348624	72	15.0
108348625	72	15.0
108348626	72	15.0
108348627	90	15.0
108348628	90	15.0
108348629	90	15.0
108348630	90	15.0
108348631	90	15.0
108348632	90	15.0
108348633	210	15.0
108348634	240	15.0
108348635	240	15.0
108348636	240	15.0
108348637	240	15.0
108348638	240	15.0
108348639	240	15.0
108348640	240	15.0
108348641	240	15.0
108348642	240	15.0
108348643	240	15.0
108348644	240	15.0
108348645	272	15.0
108348646	272	15.0
108348647	306	15.0
108348648	272	15.0
108348649	272	15.0
108348650	272	15.0
108348651	272	15.0
108348652	240	15.0
108348653	210	15.0
108348654	210	15.0
108348655	272	15.0
108348656	272	15.0
108348657	272	15.0
108348658	306	15.0
108348659	306	15.0
108348660	306	15.0
108348661	306	15.0
108348662	306	15.0
108348663	306	15.0
108348664	306	15.0
108348665	342	15.0
108348666	306	15.0
108348667	342	15.0
108348668	342	15.0
108348669	342	15.0
108348670	342	15.0
108348671	380	15.0
108348672	380	15.0
108348673	380	15.0
108348674	342	15.0
108348675	342	15.0
108348676	342	15.0
108348677	306	15.0
108348678	240	15.0
108348679	240	15.0
108348680	240	15.0
108348681	272	15.0
108348682	272	15.0
108348683	272	15.0
108348684	272	15.0
108348685	306	15.0
108348686	306	15.0
108348687	306	15.0
108348688	306	15.0
108348689	306	15.0
108348690	306	15.0
108348691	306	15.0
108348692	342	15.0
108348693	342	15.0
108348694	342	15.0
108348695	342	15.0
108348696	342	15.0
108348697	342	15.0
108348698	342	15.0
108348699	380	15.0
108348700	380	15.0
108348701	380	15.0
108348702	380	15.0
108348703	380	15.0
108348704	380	15.0
108348705	380	15.0
108348706	210	15.0
108348707	210	15.0
108348708	156	15.0
108348709	132	15.0
108348710	132	15.0
108348711	132	15.0
108348712	132	15.0
108348713	132	15.0
108348714	132	15.0
108348715	132	15.0
108348716	132	15.0
108348717	132	15.0
108348718	156	15.0
108348719	132	15.0
108348720	132	15.0
108348721	156	15.0
108348722	156	15.0
108348723	156	15.0
108348724	156	15.0
108348725	156	15.0
108348726	156	15.0
108348727	156	15.0
108348728	156	15.0
108348729	182	15.0
108348730	210	15.0
108348731	210	15.0
108348732	182	15.0
108348733	182	15.0
108348734	182	15.0
108348735	210	15.0
108348736	210	15.0
108348737	240	15.0
108348738	272	15.0
108348739	240	15.0
108348740	210	15.0
108348741	210	15.0
108348742	210	15.0
108348743	210	15.0
108348744	210	15.0
108348745	210	15.0
108348746	182	15.0
108348747	182	15.0
108348748	182	15.0
108348749	182	15.0
108348750	182	15.0
108348751	182	15.0
108348752	182	15.0
108348753	182	15.0
108348754	210	15.0
108348755	182	15.0
108348756	182	15.0
108348757	0	15.0
108351671	182	16.0
108351672	182	16.0
108351673	210	16.0
108351674	240	16.0
108351675	240	16.0
108351676	240	16.0
108351677	240	16.0
108351678	306	16.0
108351679	306	16.0
108351680	272	16.0
108351681	272	16.0
108351682	272	16.0
108351683	272	16.0
108351684	272	16.0
108351685	272	16.0
108351686	272	16.0
108351687	240	16.0
108351688	240	16.0
108351689	240	16.0
108351690	210	16.0
108351691	210	16.0
108351692	210	16.0
108351693	210	16.0
108351694	210	16.0
108351695	210	16.0
108351696	210	16.0
108351697	210	16.0
108351698	210	16.0
108351699	210	16.0
108351700	240	16.0
108351701	272	16.0
108351702	272	16.0
108351703	306	16.0
108351704	272	16.0
108351705	272	16.0
108351706	272	16.0
108351707	272	16.0
108351708	240	16.0
108351709	272	16.0
108351710	240	16.0
108351711	240	16.0
108351712	240	16.0
108351713	240	16.0
108351714	240	16.0
108351715	210	16.0
108351716	210	16.0
108351717	240	16.0
108351718	210	16.0
108351719	210	16.0
108351720	210	16.0
108351721	182	16.0
108351722	182	16.0
108351723	210	16.0
108351724	210	16.0
108351725	182	16.0
108351726	182	16.0
108351727	156	16.0
108351728	156	16.0
108351729	156	16.0
108351730	156	16.0
108351731	156	16.0
108351732	156	16.0
108351733	156	16.0
108351734	156	16.0
108351735	156	16.0
108351736	156	16.0
108351737	156	16.0
108351738	156	16.0
108351739	156	16.0
108351740	156	16.0
108351741	132	16.0
108351742	132	16.0
108351743	110	16.0
108351744	110	16.0
108351745	110	16.0
108351746	110	16.0
108351747	110	16.0
108351748	90	16.0
108351749	42	16.0
108351750	42	16.0
108351751	42	16.0
108351752	42	16.0
108351753	56	16.0
108351754	56	16.0
108351755	72	16.0
108351756	72	16.0
108351757	90	16.0
108351758	90	16.0
108351759	90	16.0
108351760	90	16.0
108351761	90	16.0
108351762	90	16.0
108351763	90	16.0
108351764	90	16.0
108351765	90	16.0
108351766	90	16.0
108351767	90	16.0
108351768	90	16.0
108351769	90	16.0
108351770	90	16.0
108351771	90	16.0
108351772	90	16.0
108351773	110	16.0
108351774	72	16.0
108351775	72	16.0
108351776	72	16.0
108351777	56	16.0
108351778	56	16.0
108351779	56	16.0
108351780	56	16.0
108351781	56	16.0
108351782	56	16.0
108351783	42	16.0
108351784	42	16.0
108351785	56	16.0
108351786	56	16.0
108351787	56	16.0
108351788	0	16.0
108354132	30	17.0
108354133	30	17.0
108354134	30	17.0
108354135	30	17.0
108354136	30	17.0
108354137	30	17.0
108354138	30	17.0
108354139	30	17.0
108354140	30	17.0
108354141	30	17.0
108354142	30	17.0
108354143	30	17.0
108354144	42	17.0
108354145	42	17.0
108354146	42	17.0
108354147	42	17.0
108354148	42	17.0
108354149	42	17.0
108354150	42	17.0
108354151	42	17.0
108354152	42	17.0
108354153	42	17.0
108354154	42	17.0
108354155	42	17.0
108354156	42	17.0
108354157	42	17.0
108354158	42	17.0
108354159	42	17.0
108354160	42	17.0
108354161	42	17.0
108354162	42	17.0
108354163	42	17.0
108354164	42	17.0
108354165	42	17.0
108354166	42	17.0
108354167	56	17.0
108354168	56	17.0
108354169	72	17.0
108354170	72	17.0
108354171	56	17.0
108354172	56	17.0
108354173	56	17.0
108354174	56	17.0
108354175	42	17.0
108354176	42	17.0
108354177	42	17.0
108354178	42	17.0
108354179	42	17.0
108354180	42	17.0
108354181	42	17.0
108354182	42	17.0
108354183	42	17.0
108354184	42	17.0
108354185	56	17.0
108354186	56	17.0
108354187	90	17.0
108354188	90	17.0
108354189	90	17.0
108354190	90	17.0
108354191	72	17.0
108354192	72	17.0
108354193	72	17.0
108354194	110	17.0
108354195	110	17.0
108354196	110	17.0
108354197	110	17.0
108354198	182	17.0
108354199	182	17.0
108354200	182	17.0
108354201	182	17.0
108354202	210	17.0
108354203	182	17.0
108354204	210	17.0
108354205	210	17.0
108354206	210	17.0
108354207	210	17.0
108354208	210	17.0
108354209	210	17.0
108354210	210	17.0
108354211	210	17.0
108354212	210	17.0
108354213	210	17.0
108354214	240	17.0
108354215	240	17.0
108354216	240	17.0
108354217	240	17.0
108354218	210	17.0
108354219	210	17.0
108354220	240	17.0
108354221	240	17.0
108354222	240	17.0
108354223	240	17.0
108354224	240	17.0
108354225	240	17.0
108354226	272	17.0
108354227	306	17.0
108354228	306	17.0
108354229	306	17.0
108354230	342	17.0
108354231	342	17.0
108354232	342	17.0
108354233	342	17.0
108354234	380	17.0
108354235	380	17.0
108354236	380	17.0
108354237	380	17.0
108354238	380	17.0
108354239	380	17.0
108354240	380	17.0
108354241	0	17.0
108355471	0	18.0
108355472	0	18.0
108355473	0	18.0
108355474	0	18.0
108355475	0	18.0
108355476	0	18.0
108355477	0	18.0
108355478	0	18.0
108355479	0	18.0
108355480	0	18.0
108355481	0	18.0
108355482	0	18.0
108355483	0	18.0
108355484	0	18.0
108355485	0	18.0
108355486	0	18.0
108355487	0	18.0
108355488	0	18.0
108355489	0	18.0
108355490	0	18.0
108355491	0	18.0
108355492	0	18.0
108355493	0	18.0
108355494	0	18.0
108355495	0	18.0
108355496	0	18.0
108355497	0	18.0
108355498	0	18.0
108355499	0	18.0
108355500	0	18.0
108355501	0	18.0
108355502	0	18.0
108355503	0	18.0
108355504	0	18.0
108355505	0	18.0
108355506	0	18.0
108355507	0	18.0
108355508	0	18.0
108355509	0	18.0
108355510	0	18.0
108355511	0	18.0
108355512	0	18.0
108355513	0	18.0
108355514	0	18.0
108355515	0	18.0
108355516	0	18.0
108355517	0	18.0
108355518	0	18.0
108355519	0	18.0
108355520	0	18.0
108355521	0	18.0
108355522	0	18.0
108355523	0	18.0
108355524	0	18.0
108355525	0	18.0
108355526	0	18.0
108355527	0	18.0
108355528	0	18.0
108355529	0	18.0
108355530	0	18.0
108355531	0	18.0
108355532	0	18.0
108355533	0	18.0
108355534	0	18.0
108355535	0	18.0
108355536	0	18.0
108355537	0	18.0
108355538	0	18.0
108355539	0	18.0
108355540	0	18.0
108355541	0	18.0
108355542	0	18.0
108355543	0	18.0
108355544	0	18.0
108355545	0	18.0
108355546	0	18.0
108355547	0	18.0
108355548	0	18.0
108355549	0	18.0
108355550	0	18.0
108355551	0	18.0
108355552	0	18.0
108355553	0	18.0
108355554	0	18.0
108355555	0	18.0
108355556	0	18.0
108355557	0	18.0
108355558	0	18.0
108355559	0	18.0
108355560	0	18.0
108355561	0	18.0
108355562	0	18.0
108355563	0	18.0
108355564	0	18.0
108355565	0	18.0
108355566	0	18.0
108355567	0	18.0
108355568	0	18.0
108355569	0	18.0
108355570	0	18.0
108356230	380	18.0
108356231	380	18.0
108356232	380	18.0
108356233	342	18.0
108356234	342	18.0
108356235	306	18.0
108356236	306	18.0
108356237	306	18.0
108356238	342	18.0
108356239	342	18.0
108356240	342	18.0
108356241	380	18.0
108356242	380	18.0
108356243	380	18.0
108356244	380	18.0
108356245	380	18.0
108356246	306	18.0
108356247	272	18.0
108356248	342	18.0
108356249	342	18.0
108356250	342	18.0
108356251	342	18.0
108356252	342	18.0
108356253	342	18.0
108356254	342	18.0
108356255	342	18.0
108356256	342	18.0
108356257	420	18.0
108356258	342	18.0
108356259	380	18.0
108356260	380	18.0
108356261	272	18.0
108356262	272	18.0
108356263	272	18.0
108356264	272	18.0
108356265	272	18.0
108356266	240	18.0
108356267	306	18.0
108356268	272	18.0
108356269	272	18.0
108356270	272	18.0
108356271	272	18.0
108356272	306	18.0
108356273	306	18.0
108356274	306	18.0
108356275	272	18.0
108356276	272	18.0
108356277	306	18.0
108356278	306	18.0
108356279	306	18.0
108356280	342	18.0
108356281	342	18.0
108356282	306	18.0
108356283	306	18.0
108356284	272	18.0
108356285	272	18.0
108356286	272	18.0
108356287	272	18.0
108356288	272	18.0
108356289	240	18.0
108356290	240	18.0
108356291	210	18.0
108356292	210	18.0
108356293	210	18.0
108356294	272	18.0
108356295	272	18.0
108356296	272	18.0
108356297	306	18.0
108356298	272	18.0
108356299	210	18.0
108356300	210	18.0
108356301	210	18.0
108356302	210	18.0
108356303	210	18.0
108356304	240	18.0
108356305	240	18.0
108356306	240	18.0
108356307	272	18.0
108356308	272	18.0
108356309	272	18.0
108356310	272	18.0
108356311	306	18.0
108356312	306	18.0
108356313	272	18.0
108356314	272	18.0
108356315	240	18.0
108356316	240	18.0
108356317	240	18.0
108356318	240	18.0
108356319	240	18.0
108356320	210	18.0
108356321	210	18.0
108356322	210	18.0
108356323	210	18.0
108356324	210	18.0
108356325	210	18.0
108356326	210	18.0
108356327	210	18.0
108356328	210	18.0
108356329	210	18.0
108356330	210	18.0
108356331	132	18.0
108356332	132	18.0
108356333	132	18.0
108356334	132	18.0
108356335	132	18.0
108356336	132	18.0
108356337	0	18.0
108356576	132	19.0
108356577	132	19.0
108356578	132	19.0
108356579	132	19.0
108356580	132	19.0
108356581	132	19.0
108356582	132	19.0
108356583	132	19.0
108356584	132	19.0
108356585	132	19.0
108356586	110	19.0
108356587	110	19.0
108356588	132	19.0
108356589	110	19.0
108356590	110	19.0
108356591	132	19.0
108356592	132	19.0
108356593	110	19.0
108356594	110	19.0
108356595	110	19.0
108356596	110	19.0
108356597	110	19.0
108356598	132	19.0
108356599	132	19.0
108356600	132	19.0
108356601	132	19.0
108356602	132	19.0
108356603	132	19.0
108356604	132	19.0
108356605	132	19.0
108356606	132	19.0
108356607	72	19.0
108356608	72	19.0
108356609	72	19.0
108356610	56	19.0
108356611	56	19.0
108356612	56	19.0
108356613	56	19.0
108356614	56	19.0
108356615	56	19.0
108356616	72	19.0
108356617	56	19.0
108356618	56	19.0
108356619	56	19.0
108356620	56	19.0
108356621	42	19.0
108356622	42	19.0
108356623	42	19.0
108356624	30	19.0
108356625	30	19.0
108356626	30	19.0
108356627	42	19.0
108356628	42	19.0
108356629	42	19.0
108356630	42	19.0
108356631	42	19.0
108356632	42	19.0
108356633	42	19.0
108356634	42	19.0
108356635	30	19.0
108356636	30	19.0
108356637	30	19.0
108356638	30	19.0
108356639	30	19.0
108356640	42	19.0
108356641	42	19.0
108356642	42	19.0
108356643	42	19.0
108356644	42	19.0
108356645	42	19.0
108356646	56	19.0
108356647	56	19.0
108356648	56	19.0
108356649	56	19.0
108356650	72	19.0
108356651	72	19.0
108356652	72	19.0
108356653	72	19.0
108356654	72	19.0
108356655	72	19.0
108356656	72	19.0
108356657	72	19.0
108356658	72	19.0
108356659	72	19.0
108356660	72	19.0
108356661	56	19.0
108356662	56	19.0
108356663	56	19.0
108356664	56	19.0
108356665	56	19.0
108356666	42	19.0
108356667	42	19.0
108356668	42	19.0
108356669	42	19.0
108356670	56	19.0
108356671	56	19.0
108356672	42	19.0
108356673	42	19.0
108356674	42	19.0
108356675	42	19.0
108356676	42	19.0
108356677	42	19.0
108356678	42	19.0
108356679	42	19.0
108356680	72	19.0
108356681	72	19.0
108356682	72	19.0
108356683	72	19.0
108356684	72	19.0
108356685	72	19.0
108356686	72	19.0
108356687	72	19.0
108356688	0	19.0
108357228	56	20.0
108357229	56	20.0
108357230	56	20.0
108357231	56	20.0
108357232	56	20.0
108357233	56	20.0
108357234	56	20.0
108357235	72	20.0
108357236	72	20.0
108357237	72	20.0
108357238	72	20.0
108357239	72	20.0
108357240	72	20.0
108357241	56	20.0
108357242	56	20.0
108357243	56	20.0
108357244	56	20.0
108357245	56	20.0
108357246	56	20.0
108357247	56	20.0
108357248	56	20.0
108357249	56	20.0
108357250	56	20.0
108357251	72	20.0
108357252	72	20.0
108357253	72	20.0
108357254	56	20.0
108357255	56	20.0
108357256	56	20.0
108357257	56	20.0
108357258	56	20.0
108357259	56	20.0
108357260	56	20.0
108357261	42	20.0
108357262	42	20.0
108357263	30	20.0
108357264	30	20.0
108357265	30	20.0
108357266	30	20.0
108357267	30	20.0
108357268	30	20.0
108357269	30	20.0
108357270	30	20.0
108357271	30	20.0
108357272	30	20.0
108357273	30	20.0
108357274	30	20.0
108357275	30	20.0
108357276	42	20.0
108357277	42	20.0
108357278	42	20.0
108357279	42	20.0
108357280	42	20.0
108357281	42	20.0
108357282	42	20.0
108357283	42	20.0
108357284	42	20.0
108357285	56	20.0
108357286	56	20.0
108357287	56	20.0
108357288	56	20.0
108357289	56	20.0
108357290	56	20.0
108357291	56	20.0
108357292	56	20.0
108357293	56	20.0
108357294	30	20.0
108357295	30	20.0
108357296	30	20.0
108357297	42	20.0
108357298	42	20.0
108357299	42	20.0
108357300	42	20.0
108357301	42	20.0
108357302	42	20.0
108357303	42	20.0
108357304	42	20.0
108357305	42	20.0
108357306	30	20.0
108357307	30	20.0
108357308	30	20.0
108357309	30	20.0
108357310	30	20.0
108357311	30	20.0
108357312	30	20.0
108357313	30	20.0
108357314	30	20.0
108357315	30	20.0
108357316	30	20.0
108357317	30	20.0
108357318	30	20.0
108357319	56	20.0
108357320	56	20.0
108357321	56	20.0
108357322	56	20.0
108357323	42	20.0
108357324	72	20.0
108357325	72	20.0
108357326	72	20.0
108357327	72	20.0
108357328	90	20.0
108357329	90	20.0
108357330	90	20.0
108357331	90	20.0
108357332	90	20.0
108357333	90	20.0
108357334	90	20.0
108357335	90	20.0
108357336	90	20.0
108357337	90	20.0
108357338	90	20.0
108357339	90	20.0
108357340	90	20.0
108357341	90	20.0
108357342	90	20.0
108357343	90	20.0
108357344	90	20.0
108357345	90	20.0
108357346	110	20.0
108357347	110	20.0
108357348	110	20.0
108357349	110	20.0
108357350	90	20.0
108357351	90	20.0
108357352	90	20.0
108357353	90	20.0
108357354	90	20.0
108357355	90	20.0
108357356	72	20.0
108357357	72	20.0
108357358	72	20.0
108357359	56	20.0
108357360	56	20.0
108357361	72	20.0
108357362	72	20.0
108357363	72	20.0
108357364	72	20.0
108357365	72	20.0
108357366	72	20.0
108357367	72	20.0
108357368	72	20.0
108357369	72	20.0
108357370	72	20.0
108357371	56	20.0
108357372	56	20.0
108357373	72	20.0
108357374	72	20.0
108357375	72	20.0
108357376	72	20.0
108357377	72	20.0
108357378	72	20.0
108357379	72	20.0
108357380	72	20.0
108357381	72	20.0
108357382	72	20.0
108357383	72	20.0
108357384	72	20.0
108357385	132	20.0
108357386	132	20.0
108357387	132	20.0
108357388	132	20.0
108357389	132	20.0
108357390	182	20.0
108357391	210	20.0
108357392	210	20.0
108357393	210	20.0
108357394	156	20.0
108357395	156	20.0
108357396	182	20.0
108357397	182	20.0
108357398	182	20.0
108357399	132	20.0
108357400	132	20.0
108357401	132	20.0
108357402	132	20.0
108357403	132	20.0
108357404	132	20.0
108357405	132	20.0
108357406	132	20.0
108357407	132	20.0
108357408	132	20.0
108357409	132	20.0
108357410	132	20.0
108357411	132	20.0
108357412	132	20.0
108357413	132	20.0
108357414	132	20.0
108357415	132	20.0
108357416	132	20.0
108357417	132	20.0
108357418	132	20.0
108357419	132	20.0
108357420	132	20.0
108357421	110	20.0
108357422	110	20.0
108357423	110	20.0
108357424	110	20.0
108357425	110	20.0
108357426	156	20.0
108357427	156	20.0
108357428	156	20.0
108357429	156	20.0
108357430	156	20.0
108357431	210	20.0
108357432	210	20.0
108357433	210	20.0
108357434	272	20.0
108357435	272	20.0
108357436	240	20.0
108357437	272	20.0
108357438	272	20.0
108357439	272	20.0
108357440	272	20.0
108357441	272	20.0
108357442	272	20.0
108357443	272	20.0
108357444	272	20.0
108357445	272	20.0
108357446	240	20.0
108357447	240	20.0
108357448	240	20.0
108357449	240	20.0
108357450	240	20.0
108357451	240	20.0
108357452	240	20.0
108357453	240	20.0
108357454	240	20.0
108357455	182	20.0
108357456	182	20.0
108357457	182	20.0
108357458	182	20.0
108357459	182	20.0
108357460	156	20.0
108357461	156	20.0
108357462	156	20.0
108357463	156	20.0
108357464	110	20.0
108357465	110	20.0
108357466	90	20.0
108357467	110	20.0
108357468	110	20.0
108357469	110	20.0
